inscription_id,mutant_name,inscription_number,sat_number,Alpha,Black Uncommon,Block 286,Block 666,Block 78,Block 9,Block 9 450x,Common,First Transaction,Hitman,JPEG,Nakamoto,Omega,Paliblock Palindrome,Palindrome,Pizza,Silk Road,Uncommon,Vintage
714f4d970facc6db69444575c35c423cb5b5300ba9e39f7320e48f7cfcb64ca8i7,ORDIMUTANT #251,7,3330194953449,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes
718fa0a468b10151059f43e5bd5abed262dc3971d7ca4c4ffe16be3c1498aafbi0,ORDIMUTANT #588,0,281101330511484,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No
718fa0a468b10151059f43e5bd5abed262dc3971d7ca4c4ffe16be3c1498aafbi1,ORDIMUTANT #1651,1,281101330511814,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No
71c394e76ee297e93dca0a9314e32bc2d069190634e4ef74379823a68b033c83i0,ORDIMUTANT #430,0,1430690193179,No,No,Yes,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,Yes
71c394e76ee297e93dca0a9314e32bc2d069190634e4ef74379823a68b033c83i1,ORDIMUTANT #433,1,1430690193509,No,No,Yes,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,Yes
71c394e76ee297e93dca0a9314e32bc2d069190634e4ef74379823a68b033c83i2,ORDIMUTANT #676,2,1430690193839,No,No,Yes,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,Yes
7254a9d63087320626c0435627d5aa961c08b8e63effe8b79e6822a6bf95c5eai0,ORDIMUTANT #560,0,162064278276808,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No
727d825e17057e9c756b3a5b142d5be03fc1948fc3b5440b1c51246c2bc68e85i0,ORDIMUTANT #1704,0,3330194944209,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes
73a64fb78a7ab73c4ab4276eb643158dcf83b06a85428efe1d17a942881603d2i0,ORDIMUTANT #1985,0,162064278247768,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No
740deea03972ed082a3bf91100ef754cd5178b4e95fbe7db86bdc17f02df90fdi0,ORDIMUTANT #3231,0,599543210146686,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No
740deea03972ed082a3bf91100ef754cd5178b4e95fbe7db86bdc17f02df90fdi1,ORDIMUTANT #2115,1,599543210147016,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No
740deea03972ed082a3bf91100ef754cd5178b4e95fbe7db86bdc17f02df90fdi2,ORDIMUTANT #3491,2,599543210147346,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No
740deea03972ed082a3bf91100ef754cd5178b4e95fbe7db86bdc17f02df90fdi3,ORDIMUTANT #909,3,599543210147676,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No
740deea03972ed082a3bf91100ef754cd5178b4e95fbe7db86bdc17f02df90fdi4,ORDIMUTANT #3652,4,599543210148006,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No
740deea03972ed082a3bf91100ef754cd5178b4e95fbe7db86bdc17f02df90fdi5,ORDIMUTANT #4218,5,599543210148336,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No
740deea03972ed082a3bf91100ef754cd5178b4e95fbe7db86bdc17f02df90fdi6,ORDIMUTANT #2965,6,599543210148666,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No
740deea03972ed082a3bf91100ef754cd5178b4e95fbe7db86bdc17f02df90fdi7,ORDIMUTANT #3622,7,599543210148996,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No
740deea03972ed082a3bf91100ef754cd5178b4e95fbe7db86bdc17f02df90fdi8,ORDIMUTANT #3186,8,599543210149326,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No
7446b8feebce66216f974b4b7b83c01c50f1386f4a06b0ebc309bdd2f297193ci0,ORDIMUTANT #3654,0,3330194931669,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes
7446b8feebce66216f974b4b7b83c01c50f1386f4a06b0ebc309bdd2f297193ci1,ORDIMUTANT #2850,1,3330194931999,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes
7446b8feebce66216f974b4b7b83c01c50f1386f4a06b0ebc309bdd2f297193ci2,ORDIMUTANT #3476,2,3330194932329,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes
7446b8feebce66216f974b4b7b83c01c50f1386f4a06b0ebc309bdd2f297193ci3,ORDIMUTANT #3298,3,3330194932659,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes
7533d899b46f0d2e7cf7a8ec22bc3dd394e089937e3121cd666a71711930d65ai0,ORDIMUTANT OG#1,0,45536076389,No,No,No,No,No,Yes,No,Yes,Yes,No,No,Yes,No,No,No,No,No,No,Yes
755039a3ca34ee25e59a3990fee00a64c50370de30056ccd658565512967c8f5i0,ORDIMUTANT #3581,0,823859379838908,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No
755039a3ca34ee25e59a3990fee00a64c50370de30056ccd658565512967c8f5i1,ORDIMUTANT #740,1,823859379839238,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No
755039a3ca34ee25e59a3990fee00a64c50370de30056ccd658565512967c8f5i2,ORDIMUTANT #4257,2,823859379839568,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No
758f017ccb48d6b6754701f2cb5e64a94fad922f268066a6b4d70ac428845ce8i0,ORDIMUTANT #1126,0,385522892725893,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No
758f017ccb48d6b6754701f2cb5e64a94fad922f268066a6b4d70ac428845ce8i1,ORDIMUTANT #3686,1,385522892726223,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No
765e1418a4821d7640b26106359f9024e0b1d7a8b9d7fb0a3913d21b9316260ai0,ORDIMUTANT #3045,0,162064278277138,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No
765e1418a4821d7640b26106359f9024e0b1d7a8b9d7fb0a3913d21b9316260ai1,ORDIMUTANT #2945,1,162064278277468,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No
768175c1b6db0bb8e8aa4cc230f70930ee8f4bf666fb5d4b6f5a0d0f0e13d992i0,ORDIMUTANT #449,0,898102537768775,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No
774a3e6541656ddb9829e456fa2409a7160e588a45c75c66fa6f6b2f74ae2f6ci0,ORDIMUTANT #4231,0,898102537693205,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No
774a3e6541656ddb9829e456fa2409a7160e588a45c75c66fa6f6b2f74ae2f6ci1,ORDIMUTANT #816,1,898102537693535,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No
774a3e6541656ddb9829e456fa2409a7160e588a45c75c66fa6f6b2f74ae2f6ci2,ORDIMUTANT #3051,2,898102537693865,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No
774a3e6541656ddb9829e456fa2409a7160e588a45c75c66fa6f6b2f74ae2f6ci3,ORDIMUTANT #2438,3,898102537694195,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No
774a3e6541656ddb9829e456fa2409a7160e588a45c75c66fa6f6b2f74ae2f6ci4,ORDIMUTANT #2883,4,898102537694525,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No
774a3e6541656ddb9829e456fa2409a7160e588a45c75c66fa6f6b2f74ae2f6ci5,ORDIMUTANT #1382,5,898102537694855,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No
774a3e6541656ddb9829e456fa2409a7160e588a45c75c66fa6f6b2f74ae2f6ci6,ORDIMUTANT #1237,6,898102537695185,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No
7788071643e2f0004e9eba97751a2a55755a2fe0539332b1f8dac44e5b0c7356i0,ORDIMUTANT #295,0,898102537769105,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No
78091c65a51ac6f8b9cb938266b6cd19324a7825b3aa673c3f8c5362d7ac4afai0,ORDIMUTANT #1313,0,823859379832638,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No
78091c65a51ac6f8b9cb938266b6cd19324a7825b3aa673c3f8c5362d7ac4afai1,ORDIMUTANT #3932,1,823859379832968,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No
78530d300e32910c8e71999897e2cefbe276979d55e705b18fb5e73119570924i0,ORDIMUTANT #323,0,281101330005214,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No
785687bc3a10a851a6fe80b2f8e8eac3550d1e83e49af1bc706c2af73f934137i0,ORDIMUTANT #3425,0,281101330497294,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No
785687bc3a10a851a6fe80b2f8e8eac3550d1e83e49af1bc706c2af73f934137i1,ORDIMUTANT #3931,1,281101330497624,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No
78629b8bd834aa8f60ee54a9110f3c4622584a277871615a004a33cb9ddcaaa8i0,ORDIMUTANT #326,0,162064278281758,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No
78629b8bd834aa8f60ee54a9110f3c4622584a277871615a004a33cb9ddcaaa8i1,ORDIMUTANT #2840,1,162064278282088,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No
78629b8bd834aa8f60ee54a9110f3c4622584a277871615a004a33cb9ddcaaa8i2,ORDIMUTANT #3415,2,162064278282418,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No
78629b8bd834aa8f60ee54a9110f3c4622584a277871615a004a33cb9ddcaaa8i3,ORDIMUTANT #628,3,162064278282748,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No
78629b8bd834aa8f60ee54a9110f3c4622584a277871615a004a33cb9ddcaaa8i4,ORDIMUTANT #576,4,162064278283078,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No
78e7a9d4d1faf9a01a127093d7cd4a7dc4ecb9fb9eb1079bfba97d06d753a878i0,ORDIMUTANT OG#71,0,45536076321,No,No,No,No,No,Yes,No,Yes,Yes,No,No,Yes,No,No,No,No,No,No,Yes
799078f41a1d8461cea0b3915196b57e6d5df3062c817f6d681e8527bdfe3e7ai0,ORDIMUTANT #2293,0,3071337204686,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes
799078f41a1d8461cea0b3915196b57e6d5df3062c817f6d681e8527bdfe3e7ai1,ORDIMUTANT #2656,1,3071337205016,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes
799078f41a1d8461cea0b3915196b57e6d5df3062c817f6d681e8527bdfe3e7ai2,ORDIMUTANT #3677,2,3071337205346,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes
799078f41a1d8461cea0b3915196b57e6d5df3062c817f6d681e8527bdfe3e7ai4,ORDIMUTANT #3576,4,3071337206006,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes
799078f41a1d8461cea0b3915196b57e6d5df3062c817f6d681e8527bdfe3e7ai5,ORDIMUTANT #989,5,3071337206336,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes
799078f41a1d8461cea0b3915196b57e6d5df3062c817f6d681e8527bdfe3e7ai6,ORDIMUTANT #3961,6,3071337206666,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes
799078f41a1d8461cea0b3915196b57e6d5df3062c817f6d681e8527bdfe3e7ai7,ORDIMUTANT #2130,7,3071337206996,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes
799078f41a1d8461cea0b3915196b57e6d5df3062c817f6d681e8527bdfe3e7ai8,ORDIMUTANT #1690,8,3071337207326,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes
79b89c23817f80a744f323b2444c6249f01c9538b9108aa39bdde601c337a0f1i0,ORDIMUTANT #2988,0,144432016808104,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No
79d92b3bdd6d4b9aae9c9128d8cccd80a831dad615605e5d4faed3e063bbfc70i1,ORDIMUTANT #1342,1,281101330293004,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No
79d92b3bdd6d4b9aae9c9128d8cccd80a831dad615605e5d4faed3e063bbfc70i5,ORDIMUTANT #1837,5,281101330294324,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No
79d92b3bdd6d4b9aae9c9128d8cccd80a831dad615605e5d4faed3e063bbfc70i7,ORDIMUTANT #1546,7,281101330294984,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No
7a4d50d1df9b54a6ff7ca48940c0f27b8584de036e5b2043aa04551c540a8e96i0,ORDIMUTANT #1073,0,281101330016764,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No
7a4d50d1df9b54a6ff7ca48940c0f27b8584de036e5b2043aa04551c540a8e96i1,ORDIMUTANT #3783,1,281101330017094,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No
7af7901172878cd529fedbf5b9d3f52399be3da2ed5c53f64fb313d30d6a30aai0,ORDIMUTANT #3405,0,806066450195489,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No
7af7901172878cd529fedbf5b9d3f52399be3da2ed5c53f64fb313d30d6a30aai1,ORDIMUTANT #2432,1,806066450195819,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No
7af7901172878cd529fedbf5b9d3f52399be3da2ed5c53f64fb313d30d6a30aai2,ORDIMUTANT #4097,2,806066450196149,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No
7af7901172878cd529fedbf5b9d3f52399be3da2ed5c53f64fb313d30d6a30aai3,ORDIMUTANT #2088,3,806066450196479,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No
7af7901172878cd529fedbf5b9d3f52399be3da2ed5c53f64fb313d30d6a30aai4,ORDIMUTANT #2415,4,806066450196809,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No
7af7901172878cd529fedbf5b9d3f52399be3da2ed5c53f64fb313d30d6a30aai5,ORDIMUTANT #1595,5,806066450197139,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No
7b957b99e2c8b901918536a703d3ad792c4243da85b8d5e5bdd07810bc8c9f13i0,ORDIMUTANT #218,0,806066450212649,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No
7bf61534981bbb691783bbd93df72f17d84c749816d1d73a3a8cbf47d2146b11i1,ORDIMUTANT #827,1,823859379829338,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No
7bf61534981bbb691783bbd93df72f17d84c749816d1d73a3a8cbf47d2146b11i2,ORDIMUTANT #2148,2,823859379829668,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No
7bf61534981bbb691783bbd93df72f17d84c749816d1d73a3a8cbf47d2146b11i3,ORDIMUTANT #2873,3,823859379829998,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No
7bf61534981bbb691783bbd93df72f17d84c749816d1d73a3a8cbf47d2146b11i4,ORDIMUTANT #171,4,823859379830328,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No
7d30b7c5d84d77c340488d9bc3b773e2f0d0c5c5910282dfb9a8c7e1e0bd01c5i0,ORDIMUTANT #3483,0,281101330510824,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No
7d78a999d6685048fdbe3da43567c9da04b58819ca872bf325971545f49679a6i0,ORDIMUTANT #1011,0,281101330001914,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No
7d78a999d6685048fdbe3da43567c9da04b58819ca872bf325971545f49679a6i1,ORDIMUTANT #666,1,281101330002244,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No
7d78a999d6685048fdbe3da43567c9da04b58819ca872bf325971545f49679a6i3,ORDIMUTANT #438,3,281101330002904,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No
7d78a999d6685048fdbe3da43567c9da04b58819ca872bf325971545f49679a6i4,ORDIMUTANT #2890,4,281101330003234,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No
7d78a999d6685048fdbe3da43567c9da04b58819ca872bf325971545f49679a6i5,ORDIMUTANT #941,5,281101330003564,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No
7d78a999d6685048fdbe3da43567c9da04b58819ca872bf325971545f49679a6i6,ORDIMUTANT #4280,6,281101330003894,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No
7dd26ed24e0eb0ca7cec00d61473dfaf59318d23c84a6b7ad4a6136a9b879244i0,ORDIMUTANT #3028,0,898102537711355,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No
7dd26ed24e0eb0ca7cec00d61473dfaf59318d23c84a6b7ad4a6136a9b879244i1,ORDIMUTANT #808,1,898102537711685,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No
7dd26ed24e0eb0ca7cec00d61473dfaf59318d23c84a6b7ad4a6136a9b879244i3,ORDIMUTANT #2646,3,898102537712345,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No
7dd26ed24e0eb0ca7cec00d61473dfaf59318d23c84a6b7ad4a6136a9b879244i4,ORDIMUTANT #2184,4,898102537712675,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No
7dd26ed24e0eb0ca7cec00d61473dfaf59318d23c84a6b7ad4a6136a9b879244i6,ORDIMUTANT #1445,6,898102537713335,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No
7dd26ed24e0eb0ca7cec00d61473dfaf59318d23c84a6b7ad4a6136a9b879244i7,ORDIMUTANT #2139,7,898102537713665,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No
7dd26ed24e0eb0ca7cec00d61473dfaf59318d23c84a6b7ad4a6136a9b879244i8,ORDIMUTANT #2670,8,898102537713995,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No
7df053ade116eabc06ee8c9c5cdabfedad4176b07224fdc3d7330bd443d7ef70i0,ORDIMUTANT OG#83,0,45536076310,No,No,No,No,No,Yes,No,Yes,Yes,No,No,Yes,No,No,No,No,No,No,Yes
7e0ca7b5499d44bc9ef95dd67f7a93f83144d2f2b6fd95957c5d4cadbb01d3b1i0,ORDIMUTANT #116,0,898102537729835,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No
7e0ca7b5499d44bc9ef95dd67f7a93f83144d2f2b6fd95957c5d4cadbb01d3b1i1,ORDIMUTANT #2905,1,898102537730165,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No
7e3202a8056045cad6bb9ae6ada2a866da564b064f4b1967d9e1346141997ea0i0,ORDIMUTANT OG#35,0,45536076354,No,No,No,No,No,Yes,No,Yes,Yes,No,No,Yes,No,No,No,No,No,No,Yes
7e6a91bc015e703b6697a34c7d30ce0a2e1828a8076187ac93cda07da9632366i0,ORDIMUTANT #1517,0,281101330322374,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No
7e6a91bc015e703b6697a34c7d30ce0a2e1828a8076187ac93cda07da9632366i1,ORDIMUTANT #1482,1,281101330322704,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No
7e9797b963b430a493aa5f2270a288d1c30ac2cbb683d6ee5909cf0e7dce8b0fi0,ORDIMUTANT #1973,0,898102537706075,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No
7e9797b963b430a493aa5f2270a288d1c30ac2cbb683d6ee5909cf0e7dce8b0fi1,ORDIMUTANT #2622,1,898102537706405,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No
7e9797b963b430a493aa5f2270a288d1c30ac2cbb683d6ee5909cf0e7dce8b0fi2,ORDIMUTANT #139,2,898102537706735,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No
7e9797b963b430a493aa5f2270a288d1c30ac2cbb683d6ee5909cf0e7dce8b0fi3,ORDIMUTANT #3398,3,898102537707065,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No
7e9797b963b430a493aa5f2270a288d1c30ac2cbb683d6ee5909cf0e7dce8b0fi4,ORDIMUTANT #1001,4,898102537707395,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No
7e9797b963b430a493aa5f2270a288d1c30ac2cbb683d6ee5909cf0e7dce8b0fi5,ORDIMUTANT #3720,5,898102537707725,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No
7e9797b963b430a493aa5f2270a288d1c30ac2cbb683d6ee5909cf0e7dce8b0fi6,ORDIMUTANT #4271,6,898102537708055,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No
7e9797b963b430a493aa5f2270a288d1c30ac2cbb683d6ee5909cf0e7dce8b0fi7,ORDIMUTANT #3399,7,898102537708385,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No
7e9b81db025d45098158fe6ea1ed99cf37cedb773c9802d732e1d28e38331457i0,ORDIMUTANT #3702,0,281101330487394,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No
7e9b81db025d45098158fe6ea1ed99cf37cedb773c9802d732e1d28e38331457i1,ORDIMUTANT #524,1,281101330487724,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No
7e9b81db025d45098158fe6ea1ed99cf37cedb773c9802d732e1d28e38331457i3,ORDIMUTANT #71,3,281101330488384,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No
7e9b81db025d45098158fe6ea1ed99cf37cedb773c9802d732e1d28e38331457i4,ORDIMUTANT #3082,4,281101330488714,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No
7e9b81db025d45098158fe6ea1ed99cf37cedb773c9802d732e1d28e38331457i7,ORDIMUTANT #2033,7,281101330489704,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No
7e9b81db025d45098158fe6ea1ed99cf37cedb773c9802d732e1d28e38331457i8,ORDIMUTANT #923,8,281101330490034,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No
7eb2489d78d26a72a96452c84606b7a372756fdf53204d194289ec65a57711d8i0,ORDIMUTANT #3189,0,3330194961369,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes
7eb2489d78d26a72a96452c84606b7a372756fdf53204d194289ec65a57711d8i1,ORDIMUTANT #489,1,3330194961699,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes
7eb2489d78d26a72a96452c84606b7a372756fdf53204d194289ec65a57711d8i2,ORDIMUTANT #2624,2,3330194962029,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes
7eb2489d78d26a72a96452c84606b7a372756fdf53204d194289ec65a57711d8i3,ORDIMUTANT #494,3,3330194962359,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes
7eb2489d78d26a72a96452c84606b7a372756fdf53204d194289ec65a57711d8i4,ORDIMUTANT #4266,4,3330194962689,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes
7eb2489d78d26a72a96452c84606b7a372756fdf53204d194289ec65a57711d8i5,ORDIMUTANT #10,5,3330194963019,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes
7eb2489d78d26a72a96452c84606b7a372756fdf53204d194289ec65a57711d8i6,ORDIMUTANT #2697,6,3330194963349,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes
7eb2489d78d26a72a96452c84606b7a372756fdf53204d194289ec65a57711d8i7,ORDIMUTANT #2607,7,3330194963679,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes
7f7223e5d9dc1f8e7508bba716ea909cd4c2eecc2788ee213372bc0422f6c7f5i1,ORDIMUTANT #2485,1,281101330528974,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No
7f8072dfde9d83a1b602e2cae1e94f1dfe6d18c66fd4a86fa2c7db85cc34c7a7i0,ORDIMUTANT #1488,0,898102537724555,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No
7fa38ad19cfba7ae76d7675b600cd8fdee75c34f83f157faced2be99612d5189i0,ORDIMUTANT OG#3,0,45536076387,No,No,No,No,No,Yes,No,Yes,Yes,No,No,Yes,No,No,No,No,No,No,Yes
7fdbbec65b08988e22add9b4b6989486d033e1b63d4ecdecd6727947e1741393i0,ORDIMUTANT #626,0,162064278273838,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No
7fdbbec65b08988e22add9b4b6989486d033e1b63d4ecdecd6727947e1741393i1,ORDIMUTANT #646,1,162064278274168,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No
7fdbbec65b08988e22add9b4b6989486d033e1b63d4ecdecd6727947e1741393i2,ORDIMUTANT #371,2,162064278274498,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No
7fdbbec65b08988e22add9b4b6989486d033e1b63d4ecdecd6727947e1741393i3,ORDIMUTANT #252,3,162064278274828,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No
7fdbbec65b08988e22add9b4b6989486d033e1b63d4ecdecd6727947e1741393i4,ORDIMUTANT #334,4,162064278275158,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No
800bcc9f4b1fcd44c4976a01c780c42c646a4ae3c15101f12605f08728242665i0,ORDIMUTANT #1679,0,806066450198459,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No
800bcc9f4b1fcd44c4976a01c780c42c646a4ae3c15101f12605f08728242665i1,ORDIMUTANT #1995,1,806066450198789,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No
800bcc9f4b1fcd44c4976a01c780c42c646a4ae3c15101f12605f08728242665i2,ORDIMUTANT #2853,2,806066450199119,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No
