inscription_id,mutant_name,inscription_number,sat_number,Alpha,Black Uncommon,Block 286,Block 666,Block 78,Block 9,Block 9 450x,Common,First Transaction,Hitman,JPEG,Nakamoto,Omega,Paliblock Palindrome,Palindrome,Pizza,Silk Road,Uncommon,Vintage
7d78a999d6685048fdbe3da43567c9da04b58819ca872bf325971545f49679a6i2,ORDIMUTANT #2970,2,281101330002574,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No
abf95474aa3e3072fc4688d84c1cdaad07bf872f5ffa60ebf11262b001604d0ai0,ORDIMUTANT #3836,0,281101330523034,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No
bdec2a3f489519dac6da520c85bf1e10ffedb3ebb11eb1a3c0a6e4074e191ee2i2,ORDIMUTANT #1815,2,162064278215428,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No
faca4a368c281e7a0ad855a8c7992b215d2687f80132b559fbed4e92edc2e763i1,ORDIMUTANT #956,1,898102537698815,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No
bbe4a84a676e6a80dd429bea474aced0bd7c3a6eb526159cfbe4befb767f6d62i0,ORDIMUTANT #3705,0,806066450180969,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No
f064c7917848ec37cf6eb85c7232f8f814d17204f24e0a30dcb74c0cac0ca67di0,ORDIMUTANT #3479,0,144432016780054,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No
fd5d521be0005d359bcf656081d4a926385db3147b78ce00591107839dfa8604i7,ORDIMUTANT #2727,7,281101330302244,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No
a29914651d9003db4a806eda6ae6432fe024803c9c71f0cb13f475905e686446i6,ORDIMUTANT #3359,6,281101330503564,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No
8f11ddf307159b93cb5d2b0cb33e269363f18b7fbbe92a411dc34fd14d1c6126i1,ORDIMUTANT #3606,1,162064278232588,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No
b156cffcf147b2e839bab6b0999706c4f58fe5b09edfed412b332662ab98d30ci8,ORDIMUTANT #2522,8,599543210154936,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No
ca7106c2266e2d25fd8e22d50034d261f6cc9e519206521736bf2fd88b1832dai0,ORDIMUTANT #903,0,3330194910879,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes
f00d15a687b016e4c5c9d45f60fa962c9afb0cbe3efbbf7c40d92f7c758403cai2,ORDIMUTANT #2600,2,898102537709705,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No
1d75d5d70b37152cc15fa5efb2df68ab54673d4fc8fc36c22511c3a3742e8d55i0,ORDIMUTANT #540,0,162064278263938,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No
7dd26ed24e0eb0ca7cec00d61473dfaf59318d23c84a6b7ad4a6136a9b879244i5,ORDIMUTANT #2345,5,898102537713005,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No
a89bca012e62582c68df2ee58e50fdd35b4704624bc5dd7a9d09a7fa92652881i6,ORDIMUTANT #3878,6,806066450187239,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No
7023812d04700794862b7cce16af51d6293412ef0196f983ce1699bbadbefb0di1,ORDIMUTANT #2944,1,3330194978529,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes
253a0db85ab09329fa2de99ce0746a5630e6db2f659e32968977e45bb0c71f6bi1,ORDIMUTANT #583,1,3330194969949,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes
3a12cb4a7cc29699244e00e9dbfcc222dc113222210e95a2b2865058ea4c7895i1,ORDIMUTANT #1957,1,162064278243478,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No
66751337af532fd372895f15b1e7132e039765bdb1aacf817e15d73c3d205020i1,ORDIMUTANT #2034,1,806066450184269,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No
8e419ee916d136fa4bc25a1f2df9d7fb9f2b799480286d78fc95dc20e2cfd956i0,ORDIMUTANT #203,0,281101330004554,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No
b0aaddc1cd9a0388bff90bf0307fa83e9418a6e3f44fe6fa379eaa22ec9ad63ai3,ORDIMUTANT #189,3,898102537743035,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No
d43aae87a6b0540f85972e416e4d694ba8c2d7f1077b3205e7a7ec318448a1fci3,ORDIMUTANT #2669,3,385522892705433,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No
e15238ccb93cba93f19df828f1aa2025ee29be44c2b69d2f978fbf6271b1ff5di0,ORDIMUTANT #3915,0,3330194927049,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes
e5db2610fbcaaf8ae68ed45dc93f62be62ef468a1de98373979c875ca97ee4c4i5,ORDIMUTANT #1593,5,281101330329964,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No
e750a5d638eb1c9f12584dbc4775a9002a47a91a46ec45826ad550d73b92f0aei3,ORDIMUTANT #2685,3,823859379835938,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No
7f7223e5d9dc1f8e7508bba716ea909cd4c2eecc2788ee213372bc0422f6c7f5i0,ORDIMUTANT #3628,0,281101330528644,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No
ffeff8c1beaa4494fbd00845ef423dde2300c06ccbc9a4d5a84baba8d6b9bdb8i5,ORDIMUTANT #2381,5,385522892717973,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No
5f0f0a91af17e504d3efe3d592ca2045d988d2da6c800974d57382732ac175dbi0,ORDIMUTANT #4237,0,3330194926059,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes
cb4c31ae7270d48aabc456db4198ee98658beb5901e3ebcba62f7e2725fe14b3i1,ORDIMUTANT #1470,1,3330194918139,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes
14f178adff1c4f2b99b14063498516b88a562d6835b376d6aa3e6dda6d0aafcfi0,ORDIMUTANT #3438,0,898102537724225,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No
7dd26ed24e0eb0ca7cec00d61473dfaf59318d23c84a6b7ad4a6136a9b879244i2,ORDIMUTANT #1000,2,898102537712015,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No
7e9b81db025d45098158fe6ea1ed99cf37cedb773c9802d732e1d28e38331457i6,ORDIMUTANT #4183,6,281101330489374,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No
b34ef45bfc536d2d927276760783d60fe688e7ab33c18a7f03dc6239ddf03fd1i6,ORDIMUTANT #388,6,898102537768445,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No
d16add85e95e84608d6d206bc9ec17dff0f2dcae852e1059967ea9334c9c479ci0,ORDIMUTANT #3253,0,281101330326994,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No
24341949f5d1dab23e6db70bded095a06857e04d7b71a8079ab6e0a8671cce36i7,ORDIMUTANT #1141,7,385522892701803,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No
87143dd2734a0acfbb24d01282094d0708144874aad5ae5120c5b5a628f1e51ci3,ORDIMUTANT #2264,3,385522892709063,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No
3a12cb4a7cc29699244e00e9dbfcc222dc113222210e95a2b2865058ea4c7895i2,ORDIMUTANT #615,2,162064278243808,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No
4784090d9d5ed69c66d1993459827de2417bae631c8537afa2b182a377ae90adi7,ORDIMUTANT #3508,7,898102537697825,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No
144151d5ee94ee859a2615932cdc0bb8c50d1556787fc26e3f7b7d119d689cfdi7,ORDIMUTANT #2954,7,281101330292014,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No
152d807a2b85f4ac182289c661fec29ebc7779d2b57558df3fe3070f2f6dbd99i1,ORDIMUTANT #2541,1,281101330326004,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No
30fae0f16a20f4060003599fad21f25e185c614f93de103d2646d18199ce0cc8i7,ORDIMUTANT #1027,7,599543210151966,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No
7e9b81db025d45098158fe6ea1ed99cf37cedb773c9802d732e1d28e38331457i2,ORDIMUTANT #1775,2,281101330488054,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No
a29914651d9003db4a806eda6ae6432fe024803c9c71f0cb13f475905e686446i3,ORDIMUTANT #39,3,281101330502574,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No
a29914651d9003db4a806eda6ae6432fe024803c9c71f0cb13f475905e686446i5,ORDIMUTANT #3741,5,281101330503234,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No
a6ff3d5f1dc0ed27f2ddbcb8f8d46059bcd4b922f830d6b71fc03fb303c97366i2,ORDIMUTANT #2659,2,3330194967639,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes
b156cffcf147b2e839bab6b0999706c4f58fe5b09edfed412b332662ab98d30ci3,ORDIMUTANT #1067,3,599543210153286,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No
b3acb4275e103203262998a8f063c42239bc2da57290a95f3e90a48fbcbeb7afi2,ORDIMUTANT #3826,2,3330194915829,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes
f044badab04687b0f3c7318302151f0bfdc22f7cd96e76705665ff3454cc4bd5i3,ORDIMUTANT #736,3,281101330307854,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No
fc65f2cf1f9247ad752a5f58987d3d593eb15ad59d8a295d906b92fcfc92fd6di4,ORDIMUTANT #795,4,144432016765534,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No
fc65f2cf1f9247ad752a5f58987d3d593eb15ad59d8a295d906b92fcfc92fd6di7,ORDIMUTANT #3748,7,144432016766524,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No
fd5d521be0005d359bcf656081d4a926385db3147b78ce00591107839dfa8604i0,ORDIMUTANT #2386,0,281101330299934,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No
610e0fdacf7f8c01cbee01dd49c309c458e31861f48b2be34fe9cd0c1051aaa4i1,ORDIMUTANT #2561,1,385522892692893,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No
610e0fdacf7f8c01cbee01dd49c309c458e31861f48b2be34fe9cd0c1051aaa4i6,ORDIMUTANT #23,6,385522892694543,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No
9d9d72c41709f19173592a1d15eb9d8aaa43ba83408c7b610c5ee91f51f17d27i0,ORDIMUTANT #838,0,823859379856068,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No
a6ff3d5f1dc0ed27f2ddbcb8f8d46059bcd4b922f830d6b71fc03fb303c97366i3,ORDIMUTANT #2834,3,3330194967969,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes
5f0f0a91af17e504d3efe3d592ca2045d988d2da6c800974d57382732ac175dbi2,ORDIMUTANT #3273,2,3330194926719,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes
68d6def075df9e86fa47460253a8722d44b558954dfd3da4d8d186e746711a1bi0,ORDIMUTANT #2553,0,1430690197469,No,No,Yes,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,Yes
9b2f574a7ba761baf3ee0d63dd91c201a2791366e893197b5fd2fc079369107bi2,ORDIMUTANT #2910,2,806066450212319,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No
610e0fdacf7f8c01cbee01dd49c309c458e31861f48b2be34fe9cd0c1051aaa4i2,ORDIMUTANT #61,2,385522892693223,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No
fca2fe6405b7e807562a0077796612974780e443831097b38dc002c85c805210i2,ORDIMUTANT #14,2,898102537771745,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No
33b012b27c238ad810aad4949c8e7dcaf530bf1ab9ada96264d7ee8ebca8e7dbi1,ORDIMUTANT #3455,1,281101330013794,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No
4c62d51b7e331c0b9f83b1c30384a3a5181718971de2a1c9b8a4fff74e168151i0,ORDIMUTANT #1217,0,281101330298614,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No
8e419ee916d136fa4bc25a1f2df9d7fb9f2b799480286d78fc95dc20e2cfd956i1,ORDIMUTANT #1422,1,281101330004884,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No
cb4c31ae7270d48aabc456db4198ee98658beb5901e3ebcba62f7e2725fe14b3i0,ORDIMUTANT #1707,0,3330194917809,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes
ceb4df3fc10e20a99b9a2551fa2e53f5ecf46bd89b80f3d09c6ee3d19463d14ci0,ORDIMUTANT #1668,0,281101329990034,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No
4f097ec9c66dcb03b8671d30fbb55184bf85e50c70a04627d865054e7df7da0di4,ORDIMUTANT #1200,4,823859379826368,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No
2dc5e4615507b7dd3762eb2cc885766e5dd5e4c1d559dd6e0de54d086aa11b37i7,ORDIMUTANT #1655,7,281101330526664,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No
30929b6e348f63a97d9fcae21740f0c042d18aaa1ec9975969a33b279e880a35i1,ORDIMUTANT #2867,1,162064278201568,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No
4784090d9d5ed69c66d1993459827de2417bae631c8537afa2b182a377ae90adi1,ORDIMUTANT #3669,1,898102537695845,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No
5b05f795edc8c63b8667070cfad4afc50808f8e108907d4c4d0f12c80dd4cbeai0,ORDIMUTANT #354,0,3330194966319,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes
a29914651d9003db4a806eda6ae6432fe024803c9c71f0cb13f475905e686446i0,ORDIMUTANT #3380,0,281101330501584,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No
d677278448aef01287c3cc56f5644b7e61a021df650abc4b3b9b5b99e882f5d6i4,ORDIMUTANT #2740,4,898102537755575,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No
b85795ab1e1cb604ab5a479e6c970290a478b134db71dce91884febb7791ff2ci1,ORDIMUTANT #2555,1,1430690200439,No,No,Yes,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,Yes
610e0fdacf7f8c01cbee01dd49c309c458e31861f48b2be34fe9cd0c1051aaa4i8,ORDIMUTANT #1742,8,385522892695203,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No
0dafe8b0c88cbbd0bfb35aaa364ecf0b53bd5df0ab6e798f63c1401b022b1928i0,ORDIMUTANT #1044,0,823859379842868,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No
152d807a2b85f4ac182289c661fec29ebc7779d2b57558df3fe3070f2f6dbd99i0,ORDIMUTANT #3035,0,281101330325674,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No
b3acb4275e103203262998a8f063c42239bc2da57290a95f3e90a48fbcbeb7afi6,ORDIMUTANT #1231,6,3330194917149,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes
227f95912505ee984379ff82f766e6427f49de28c2e148d38c29321957fda705i2,ORDIMUTANT #2311,2,823859379847488,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No
be13ce19f3b16b3461eba0371389b754e07da636c8b7c3c05bc5eb42dcfb4ed9i2,ORDIMUTANT #593,2,3071337209306,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes
61a08da86714b1e1a368722638e4f62f03a689d21b4a98c6850cb86d48eaa7f6i0,ORDIMUTANT #152,0,823859379852438,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No
6094727db6b50e92eac6269401f604db9f40d22bc95dcd7745ab7c50dd58e82bi1,ORDIMUTANT #1471,1,4018864690526,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes
649f5327c96aa142c2faa4cd9e75614900db9fa32f34b4d19a440ae2f8151229i2,ORDIMUTANT #3549,2,3330194913849,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes
7e9b81db025d45098158fe6ea1ed99cf37cedb773c9802d732e1d28e38331457i5,ORDIMUTANT #2712,5,281101330489044,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No
ac26b830ab235a8d691efb05f215edc0d33706101e866d0610d54b42de226198i0,ORDIMUTANT #1959,0,3330194950809,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes
fc65f2cf1f9247ad752a5f58987d3d593eb15ad59d8a295d906b92fcfc92fd6di5,ORDIMUTANT #3200,5,144432016765864,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No
c33f92f1d23e3acb6234201e3e10b57e31677d82e7944bf81d48ec0bcb7853fbi0,ORDIMUTANT OG#88,0,45536076306,No,No,No,No,No,Yes,No,Yes,Yes,No,No,Yes,No,No,No,No,No,No,Yes
fe8d270e74521627bd8fa234d9d12c60764d44559201fcd47d9b2c81572ffe49i0,ORDIMUTANT OG#8,0,45536076382,No,No,No,No,No,Yes,No,Yes,Yes,No,No,Yes,No,No,No,No,No,No,Yes
ba749e184bbc02237d0238f770e4153079f6ed8c16491e44dd6da598c77c002bi1,ORDIMUTANT #525,1,1430690195489,No,No,Yes,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,Yes
610e0fdacf7f8c01cbee01dd49c309c458e31861f48b2be34fe9cd0c1051aaa4i3,ORDIMUTANT #1968,3,385522892693553,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No
aa44ef0f21e27111b8bc9e5d519622cf25e1d00b00d2c73db9257cbe18d4355ci5,ORDIMUTANT #2724,5,898102537719605,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No
f59127c4c2f559b9415b16792abae8813b1ce8b2293380ff5d86d32451170fbdi0,ORDIMUTANT OG#25,0,45536076365,No,No,No,No,No,Yes,No,Yes,Yes,No,No,Yes,No,No,No,No,No,No,Yes
fc65f2cf1f9247ad752a5f58987d3d593eb15ad59d8a295d906b92fcfc92fd6di1,ORDIMUTANT #3910,1,144432016764544,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No
08fbac6d781c462a8d058be1a5ba5adcf6fa9e7248f7dada78e6b129fa7d7956i1,ORDIMUTANT #3942,1,162064278244798,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No
785687bc3a10a851a6fe80b2f8e8eac3550d1e83e49af1bc706c2af73f934137i2,ORDIMUTANT #76,2,281101330497954,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No
026b88bc92c1d4f30d377e0484d32c98a44ec424ad0a1462dff0ce9258ff21a2i0,ORDIMUTANT #2346,0,599543210161866,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No
0a0795a25700eb9a4a7622c6678ebb5f306795ec269b1a7fbaf2cc7e274657a7i0,ORDIMUTANT #214,0,281101329999934,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No
c8551df01db16cffc993b9f84eda8d5afc4a212ab21564170752740f2900181ai2,ORDIMUTANT #142,2,144432016770814,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No
0ac4befac44256159ae14842a9e7247b4d25846a688fe1557ab979235d3158b1i1,ORDIMUTANT #4131,1,281101330299274,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No
45bd237d113fd2097fd3d3dd1a9ce919612fd2abe1a2d9d9d3841bedf6bad62fi0,ORDIMUTANT #539,0,162064278209818,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No
79d92b3bdd6d4b9aae9c9128d8cccd80a831dad615605e5d4faed3e063bbfc70i0,ORDIMUTANT #1182,0,281101330292674,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No
79d92b3bdd6d4b9aae9c9128d8cccd80a831dad615605e5d4faed3e063bbfc70i2,ORDIMUTANT #3756,2,281101330293334,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No
7bf61534981bbb691783bbd93df72f17d84c749816d1d73a3a8cbf47d2146b11i0,ORDIMUTANT #1565,0,823859379829008,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No
b34ef45bfc536d2d927276760783d60fe688e7ab33c18a7f03dc6239ddf03fd1i1,ORDIMUTANT #63,1,898102537766795,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No
80dda00e6b26dcfd3c671f65bd28a884df8cdae2f55cbf1ff5c9aed93d47210bi4,ORDIMUTANT #3989,4,823859379850458,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No
8e13b9a8d64d3b8e434e53a16481d1fb49d495530db01231c000d93aff72f13fi3,ORDIMUTANT #1688,3,806066450190869,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No
0fb679d86188b960f294ad0a674a5aac3bd9f6a7851cd6466fe3c795af37800ci0,ORDIMUTANT #4242,0,281101330296964,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No
0fb679d86188b960f294ad0a674a5aac3bd9f6a7851cd6466fe3c795af37800ci1,ORDIMUTANT #1963,1,281101330297294,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No
0fb679d86188b960f294ad0a674a5aac3bd9f6a7851cd6466fe3c795af37800ci2,ORDIMUTANT #3637,2,281101330297624,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No
0fb679d86188b960f294ad0a674a5aac3bd9f6a7851cd6466fe3c795af37800ci3,ORDIMUTANT #2128,3,281101330297954,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No
1007b0609c9e651999b95ea7355d10b542e86c68d069ae123931d0ab8817f8dai3,ORDIMUTANT #2051,3,162064278239848,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No
21ff945caabdfe61f4e93519c19eccca3c2021ae62dc1d9ab8e7c834969aca4di0,ORDIMUTANT #502,0,144432016783684,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No
21ff945caabdfe61f4e93519c19eccca3c2021ae62dc1d9ab8e7c834969aca4di1,ORDIMUTANT #1500,1,144432016784014,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No
21ff945caabdfe61f4e93519c19eccca3c2021ae62dc1d9ab8e7c834969aca4di3,ORDIMUTANT #290,3,144432016784674,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No
21ff945caabdfe61f4e93519c19eccca3c2021ae62dc1d9ab8e7c834969aca4di4,ORDIMUTANT #60,4,144432016785004,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No
21ff945caabdfe61f4e93519c19eccca3c2021ae62dc1d9ab8e7c834969aca4di5,ORDIMUTANT #2416,5,144432016785334,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No
23b6479beee683c70554db0c363a3f677de34d50ac3d1ee7f535fc6b0e27977ai2,ORDIMUTANT #2885,2,162064278210808,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No
23b6479beee683c70554db0c363a3f677de34d50ac3d1ee7f535fc6b0e27977ai3,ORDIMUTANT #315,3,162064278211138,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No
51e6f36cc0a7b5bdff3b81fdc8d1213e745eb6469af516752010ce3a6569121ei2,ORDIMUTANT #4295,2,162064278198928,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No
7e0ca7b5499d44bc9ef95dd67f7a93f83144d2f2b6fd95957c5d4cadbb01d3b1i2,ORDIMUTANT #2515,2,898102537730495,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No
7e0ca7b5499d44bc9ef95dd67f7a93f83144d2f2b6fd95957c5d4cadbb01d3b1i3,ORDIMUTANT #2366,3,898102537730825,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No
89a2d76840c7db0a753ebe533e1f21e78e2af3ef411b24a2940478d83f1db1b0i0,ORDIMUTANT OG#34,0,45536076355,No,No,No,No,No,Yes,No,Yes,Yes,No,No,Yes,No,No,No,No,No,No,Yes
8e2376f0f37e40e814c1583bc8dfa6500845300e7b758c4f26f32027e0752c1ei1,ORDIMUTANT #3867,1,385522892711703,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No
8e2376f0f37e40e814c1583bc8dfa6500845300e7b758c4f26f32027e0752c1ei2,ORDIMUTANT #1433,2,385522892712033,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No
945355f75f6717ca2595c304f262c8db5f494fdf993293c64b9952434b58f03ei0,ORDIMUTANT #2044,0,281101330010494,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No
a06640974f02958260bad9ac5470ac3888913952c85dc04767a28285262f4314i1,ORDIMUTANT #3363,1,806066450198129,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No
a6d3268499b4c3d2c19348bb3350e9a0c620a5a21227375c7087139c278747d6i1,ORDIMUTANT #156,1,3330194922099,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes
d87e7f218f800c348bf83075abc06546eb3b060953957788c1a1b1b9ff23f6d1i7,ORDIMUTANT #2309,7,385522892697843,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No
